date,QQQ,TQQQ,TECL,IEF,GLD,SHY
2018-07-23,179.56,8.140000000000017,15.330000000000048,101.72000000000001,115.99999999999983,83.19999999999993
2018-07-24,180.3,8.240000000000016,15.600000000000048,101.79000000000002,116.03999999999985,83.20999999999992
2018-07-25,182.81999999999996,8.590000000000018,16.16000000000005,101.72,116.67999999999984,83.17999999999994
2018-07-26,180.04999999999998,8.210000000000017,15.440000000000047,101.61,115.76999999999981,83.17999999999994
2018-07-27,177.61999999999998,7.870000000000015,14.610000000000047,101.77,115.82999999999981,83.18999999999993
2018-07-30,175.10999999999999,7.5300000000000145,13.950000000000045,101.64000000000001,115.6499999999998,83.18999999999993
2018-07-31,176.44999999999996,7.680000000000014,14.070000000000046,101.78,115.98999999999982,83.18999999999993
2018-08-01,177.11999999999998,7.790000000000015,14.420000000000048,101.34,115.13999999999983,83.05999999999993
2018-08-02,179.52999999999997,8.100000000000016,14.98000000000005,101.46,114.51999999999984,83.10999999999993
2018-08-03,180.07999999999998,8.160000000000018,15.14000000000005,101.72,114.91999999999986,83.11999999999993
2018-08-05,,,,,,
2018-08-06,181.14,8.320000000000016,15.39000000000005,101.76999999999998,114.32999999999986,83.13999999999993
2018-08-07,181.8,8.400000000000016,15.55000000000005,101.55999999999999,114.58999999999986,83.10999999999993
2018-08-08,182.02,8.420000000000018,15.67000000000005,101.64999999999999,114.90999999999985,83.11999999999993
2018-08-09,181.91,8.410000000000018,15.690000000000051,101.92999999999999,114.73999999999987,83.16999999999993
2018-08-10,180.51999999999998,8.220000000000017,15.320000000000052,102.36999999999999,114.68999999999987,83.24999999999991
2018-08-13,180.32,8.200000000000015,15.26000000000005,102.33999999999997,112.95999999999988,83.22999999999992
2018-08-14,181.45,8.350000000000016,15.530000000000047,102.23999999999998,113.06999999999988,83.22999999999992
2018-08-15,179.23,8.040000000000015,15.120000000000049,102.48999999999997,111.18999999999988,83.26999999999991
2018-08-16,179.81999999999996,8.120000000000015,15.300000000000052,102.45999999999998,111.09999999999988,83.24999999999991
2018-08-17,179.85999999999999,8.120000000000015,15.37000000000005,102.49999999999999,112.12999999999988,83.27999999999992
2018-08-20,179.69999999999996,8.100000000000016,15.290000000000052,102.82,112.68999999999987,83.32999999999993
2018-08-21,180.35999999999999,8.180000000000016,15.350000000000053,102.67999999999999,113.01999999999987,83.30999999999993
2018-08-22,181.05999999999997,8.280000000000015,15.480000000000057,102.87,113.26999999999985,83.32999999999993
2018-08-23,180.79999999999998,8.240000000000016,15.570000000000057,102.86,112.19999999999987,83.31999999999992
